Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?
2017-04-11 04:00:00+00:00,22.0,22.100000381469727,21.25,21.5,10177400,0.0,0.0,False
2017-04-12 04:00:00+00:00,21.420000076293945,22.030000686645508,21.32999992370605,21.940000534057617,1090400,0.0,0.0,False
2017-04-13 04:00:00+00:00,22.030000686645508,22.18000030517578,21.674999237060547,21.8799991607666,914800,0.0,0.0,False
2017-04-17 04:00:00+00:00,22.049999237060547,22.190000534057617,21.850000381469727,22.059999465942383,489900,0.0,0.0,False
2017-04-18 04:00:00+00:00,22.18000030517578,23.950000762939453,22.059999465942383,23.100000381469727,1240400,0.0,0.0,False
2017-04-19 04:00:00+00:00,23.350000381469727,23.350000381469727,22.84000015258789,22.93000030517578,760700,0.0,0.0,False
2017-04-20 04:00:00+00:00,23.18000030517578,23.209999084472656,22.440000534057617,22.71999931335449,776100,0.0,0.0,False
2017-04-21 04:00:00+00:00,23.0,23.170000076293945,22.540000915527344,23.0,406400,0.0,0.0,False
2017-04-24 04:00:00+00:00,23.3700008392334,23.479999542236328,22.770000457763672,23.21999931335449,390700,0.0,0.0,False
2017-04-25 04:00:00+00:00,22.920000076293945,23.11000061035156,22.770000457763672,23.020000457763672,361600,0.0,0.0,False
2017-04-26 04:00:00+00:00,22.899999618530277,22.959999084472656,22.43000030517578,22.520000457763672,307200,0.0,0.0,False
2017-04-27 04:00:00+00:00,22.51000022888184,22.600000381469727,22.1299991607666,22.38999938964844,382400,0.0,0.0,False
2017-04-28 04:00:00+00:00,22.36000061035156,22.739999771118164,22.36000061035156,22.709999084472656,228900,0.0,0.0,False
2017-05-01 04:00:00+00:00,22.729999542236328,23.780000686645508,22.6200008392334,23.36000061035156,233200,0.0,0.0,False
2017-05-02 04:00:00+00:00,22.920000076293945,24.5,22.809999465942383,24.170000076293945,501800,0.0,0.0,False
2017-05-03 04:00:00+00:00,24.18000030517578,24.638999938964844,23.899999618530277,24.61000061035156,215500,0.0,0.0,False
2017-05-04 04:00:00+00:00,24.700000762939453,24.940000534057617,24.350000381469727,24.68000030517578,199800,0.0,0.0,False
2017-05-05 04:00:00+00:00,25.1200008392334,25.56999969482422,24.739999771118164,25.09000015258789,308100,0.0,0.0,False
2017-05-08 04:00:00+00:00,25.38999938964844,25.81999969482422,24.100000381469727,24.290000915527344,295500,0.0,0.0,False
2017-05-09 04:00:00+00:00,24.649999618530277,24.836000442504883,24.15999984741211,24.25,261600,0.0,0.0,False
2017-05-10 04:00:00+00:00,24.43000030517578,24.770000457763672,24.3700008392334,24.489999771118164,178500,0.0,0.0,False
2017-05-11 04:00:00+00:00,24.350000381469727,24.350000381469727,23.76000022888184,24.09000015258789,245100,0.0,0.0,False
2017-05-12 04:00:00+00:00,24.280000686645508,24.6200008392334,24.0,24.200000762939453,185900,0.0,0.0,False
2017-05-15 04:00:00+00:00,24.850000381469727,25.75,24.51000022888184,24.86000061035156,460600,0.0,0.0,False
2017-05-16 04:00:00+00:00,25.170000076293945,25.5,24.950000762939453,25.43000030517578,281900,0.0,0.0,False
2017-05-17 04:00:00+00:00,25.399999618530277,25.989999771118164,25.1200008392334,25.200000762939453,302400,0.0,0.0,False
2017-05-18 04:00:00+00:00,22.15999984741211,22.31999969482422,19.43000030517578,20.549999237060547,3373000,0.0,0.0,False
2017-05-19 04:00:00+00:00,21.6299991607666,21.920000076293945,21.209999084472656,21.38999938964844,906700,0.0,0.0,False
2017-05-22 04:00:00+00:00,20.940000534057617,21.06999969482422,19.850000381469727,20.31999969482422,948300,0.0,0.0,False
2017-05-23 04:00:00+00:00,20.3700008392334,20.76000022888184,20.200000762939453,20.299999237060547,348400,0.0,0.0,False
2017-05-24 04:00:00+00:00,20.6200008392334,22.690000534057617,20.600000381469727,21.979999542236328,716300,0.0,0.0,False
2017-05-25 04:00:00+00:00,22.690000534057617,23.450000762939453,22.51000022888184,23.049999237060547,981200,0.0,0.0,False
2017-05-26 04:00:00+00:00,23.350000381469727,23.399999618530277,23.12299919128418,23.31999969482422,231700,0.0,0.0,False
2017-05-30 04:00:00+00:00,23.309999465942383,23.350000381469727,22.989999771118164,23.0,736900,0.0,0.0,False
2017-05-31 04:00:00+00:00,23.07999992370605,23.21699905395508,22.030000686645508,22.059999465942383,185900,0.0,0.0,False
2017-06-01 04:00:00+00:00,22.31999969482422,22.3700008392334,21.32999992370605,21.38999938964844,165100,0.0,0.0,False
2017-06-02 04:00:00+00:00,21.38999938964844,21.700000762939453,21.07999992370605,21.559999465942383,172700,0.0,0.0,False
2017-06-05 04:00:00+00:00,21.31999969482422,21.540000915527344,21.1299991607666,21.450000762939453,80900,0.0,0.0,False
2017-06-06 04:00:00+00:00,21.8700008392334,21.98600006103516,21.31999969482422,21.399999618530277,166700,0.0,0.0,False
2017-06-07 04:00:00+00:00,21.68000030517578,21.81999969482422,21.38999938964844,21.63999938964844,91600,0.0,0.0,False
2017-06-08 04:00:00+00:00,21.31999969482422,21.31999969482422,20.93000030517578,21.149999618530277,191700,0.0,0.0,False
2017-06-09 04:00:00+00:00,21.149999618530277,21.34499931335449,20.84000015258789,20.989999771118164,196300,0.0,0.0,False
2017-06-12 04:00:00+00:00,21.06999969482422,21.200000762939453,20.51000022888184,20.65999984741211,135600,0.0,0.0,False
2017-06-13 04:00:00+00:00,20.6299991607666,21.215999603271484,20.059999465942383,21.1299991607666,207900,0.0,0.0,False
2017-06-14 04:00:00+00:00,21.32999992370605,21.34000015258789,20.729999542236328,21.01000022888184,63600,0.0,0.0,False
2017-06-15 04:00:00+00:00,20.809999465942383,21.299999237060547,20.40999984741211,21.059999465942383,107400,0.0,0.0,False
2017-06-16 04:00:00+00:00,20.93000030517578,21.07999992370605,20.559999465942383,20.739999771118164,119700,0.0,0.0,False
2017-06-19 04:00:00+00:00,20.6299991607666,20.649999618530277,20.290000915527344,20.59000015258789,119600,0.0,0.0,False
2017-06-20 04:00:00+00:00,20.51000022888184,21.020000457763672,20.3799991607666,20.559999465942383,214200,0.0,0.0,False
