Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?
2006-01-03 05:00:00+00:00,8.055135070462711,8.057382846804103,7.771867225703318,7.924741744995117,2075600,0.0,0.0,False
2006-01-04 05:00:00+00:00,7.980946171174111,8.136068478158574,7.9786983946682355,8.082113265991211,2772800,0.0,0.0,False
2006-01-05 05:00:00+00:00,8.100096990688964,8.100096990688964,7.8887708650874195,7.994434356689453,4323600,0.0,0.0,False
2006-01-06 05:00:00+00:00,7.994434852326121,7.994434852326121,7.796597086934224,7.926989555358887,1547200,0.0,0.0,False
2006-01-09 05:00:00+00:00,7.870785388767,8.08211237636857,7.857297016011183,8.055134773254395,1998800,0.0,0.0,False
2006-01-10 05:00:00+00:00,8.025908683136016,8.041645690040784,7.917997411102233,7.989938259124756,877200,0.0,0.0,False
2006-01-11 05:00:00+00:00,8.025907055785416,8.025907055785416,7.486349947415728,7.4975905418396,3300000,0.0,0.0,False
2006-01-12 05:00:00+00:00,7.149127252041337,7.319987381415262,7.108660853233059,7.239053726196289,9614800,0.0,0.0,False
2006-01-13 05:00:00+00:00,7.288513269190555,7.335725144687655,7.027727925085108,7.135639190673828,4072800,0.0,0.0,False
2006-01-17 05:00:00+00:00,6.991758912094975,7.032225752045319,6.753454712033472,6.811906337738037,3967600,0.0,0.0,False
2006-01-18 05:00:00+00:00,6.75570016704935,7.052456748437432,6.7107373605126295,6.937800884246826,3000000,0.0,0.0,False
2006-01-19 05:00:00+00:00,6.937801477771215,7.128894172302222,6.913071653339624,6.942297458648682,2928000,0.0,0.0,False
2006-01-20 05:00:00+00:00,6.958034239941547,6.969274834282818,6.721977899564158,6.75570011138916,3000400,0.0,0.0,False
2006-01-23 05:00:00+00:00,6.789423492955456,6.8995829589663,6.755700848649063,6.874853134155273,1922800,0.0,0.0,False
2006-01-24 05:00:00+00:00,6.946793413718278,7.106412516456382,6.946793413718278,7.054704666137695,2392000,0.0,0.0,False
2006-01-25 05:00:00+00:00,7.0771869902402775,7.104165020436913,6.901831294766497,7.032224178314209,2310000,0.0,0.0,False
2006-01-26 05:00:00+00:00,7.059201082958054,7.1243977326975445,6.913071208219348,6.928808212280273,3328000,0.0,0.0,False
2006-01-27 05:00:00+00:00,6.969276059424087,6.969276059424087,6.744460702668471,6.845627784729004,2585600,0.0,0.0,False
2006-01-30 05:00:00+00:00,6.91756770139122,6.989508537284595,6.816400632915407,6.847874641418457,2555200,0.0,0.0,False
2006-01-31 05:00:00+00:00,7.1041647423335545,7.225564801462917,7.018734674056201,7.178353786468506,3661200,0.0,0.0,False
2006-02-01 05:00:00+00:00,7.209827811726808,7.236805412123229,6.958034873621158,7.052457332611084,2073600,0.0,0.0,False
2006-02-02 05:00:00+00:00,7.081683122849976,7.230061211119878,7.036719883882819,7.178353786468506,2375200,0.0,0.0,False
2006-02-03 05:00:00+00:00,7.149127806681509,7.151376011589923,6.987260912486891,7.101916790008545,1759200,0.0,0.0,False
2006-02-06 05:00:00+00:00,7.099667963706049,7.099667963706049,6.890589642336678,6.944545269012451,1777600,0.0,0.0,False
2006-02-07 05:00:00+00:00,6.967027020898714,6.967027020898714,6.823145347004837,6.863612174987793,1485600,0.0,0.0,False
2006-02-08 05:00:00+00:00,6.863611724917858,6.989508181319549,6.863611724917858,6.976019382476807,1649200,0.0,0.0,False
2006-02-09 05:00:00+00:00,7.020982884214492,7.135638757746677,6.969275459523868,7.095171928405762,1876800,0.0,0.0,False
2006-02-10 05:00:00+00:00,7.131141910124102,7.171608736979729,7.0007490395899685,7.13788652420044,1667600,0.0,0.0,False
2006-02-13 05:00:00+00:00,7.151375679707212,7.266031551907888,7.0592014267461,7.092923641204834,1632800,0.0,0.0,False
2006-02-14 05:00:00+00:00,7.115403047381164,7.353707108079256,7.097417843343592,7.304248332977295,3746800,0.0,0.0,False
2006-02-15 05:00:00+00:00,7.302001429934176,7.403168494612931,7.239053415290675,7.385182857513428,4960400,0.0,0.0,False
2006-02-16 05:00:00+00:00,7.387432132720922,7.443635967135899,7.344716669699969,7.389679908752441,3310000,0.0,0.0,False
2006-02-17 05:00:00+00:00,7.176105045708717,7.387431566989946,7.176105045708717,7.205330848693848,1309200,0.0,0.0,False
2006-02-21 05:00:00+00:00,7.171610174249508,7.194091796875,7.034473090956453,7.081684112548828,1182400,0.0,0.0,False
2006-02-22 05:00:00+00:00,7.13788653537631,7.232308559785679,7.074938090302197,7.194090366363525,1132800,0.0,0.0,False
2006-02-23 05:00:00+00:00,7.250296558975228,7.362704257563991,7.209829718875059,7.248048782348633,2466800,0.0,0.0,False
2006-02-24 05:00:00+00:00,7.194091265186239,7.212076904998409,7.036720347239789,7.122150421142578,1604000,0.0,0.0,False
2006-02-27 05:00:00+00:00,7.171610546647218,7.331229689655538,7.171610546647218,7.275025844573975,1508400,0.0,0.0,False
2006-02-28 05:00:00+00:00,7.25254186016241,7.281768091948734,7.144631038063009,7.205330848693848,2072000,0.0,0.0,False
2006-03-01 05:00:00+00:00,7.239053864191689,7.259287278382135,7.099668169635423,7.17385721206665,2074800,0.0,0.0,False
2006-03-02 05:00:00+00:00,7.158120802565086,7.1761060134739925,6.976020488512244,7.023231506347656,2265200,0.0,0.0,False
2006-03-03 05:00:00+00:00,7.01199059122905,7.014238796090508,6.811904646571541,6.8321380615234375,3613600,0.0,0.0,False
2006-03-06 05:00:00+00:00,6.618563768599088,6.872604915620984,6.618563768599088,6.762445449829102,2084400,0.0,0.0,False
2006-03-07 05:00:00+00:00,6.751205054925629,6.897334945367916,6.688256603116088,6.809657096862793,2476800,0.0,0.0,False
2006-03-08 05:00:00+00:00,6.809655977651473,6.962530028975233,6.766940948486876,6.931056022644043,2665600,0.0,0.0,False
2006-03-09 05:00:00+00:00,6.926560546082238,6.937801570429104,6.701745204759727,6.762445449829102,2030800,0.0,0.0,False
