Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?
2006-01-03 05:00:00+00:00,35.06998251566227,36.08814140743139,34.74002085174934,35.305667877197266,1013200,0.0,0.0,False
2006-01-04 05:00:00+00:00,35.54135498541447,38.27530315581657,35.54135498541447,36.95546722412109,1928400,0.0,0.0,False
2006-01-05 05:00:00+00:00,36.93662348609562,37.43627548217773,36.68208277216477,37.43627548217773,317900,0.0,0.0,False
2006-01-06 05:00:00+00:00,37.43626377848499,37.43626377848499,35.95615992397339,36.76691818237305,349200,0.0,0.0,False
2006-01-09 05:00:00+00:00,36.578361954610095,36.65378298530318,36.2955402820564,36.39924240112305,220800,0.0,0.0,False
2006-01-10 05:00:00+00:00,36.39924965122267,36.49352236209384,35.25853330682399,35.63562774658203,191300,0.0,0.0,False
2006-01-11 05:00:00+00:00,35.6356322152198,35.6356322152198,32.66599829511123,32.80740737915039,974300,0.0,0.0,False
2006-01-12 05:00:00+00:00,31.11046933202681,33.32591040655572,31.072758809124792,32.98652648925781,2008900,0.0,0.0,False
2006-01-13 05:00:00+00:00,32.995950707164226,33.39190038943905,31.402718953390945,32.100345611572266,734200,0.0,0.0,False
2006-01-17 05:00:00+00:00,31.62897731699001,31.62897731699001,27.92400464911067,28.282245635986328,2351200,0.0,0.0,False
2006-01-18 05:00:00+00:00,27.433778507170977,29.375825528913992,27.226374222601965,29.224987030029297,1773700,0.0,0.0,False
2006-01-19 05:00:00+00:00,29.036431862152025,29.451238545364586,27.660030401593403,28.6499080657959,857200,0.0,0.0,False
2006-01-20 05:00:00+00:00,28.546211625529637,28.546211625529637,26.96240570891837,27.56575965881348,788700,0.0,0.0,False
2006-01-23 05:00:00+00:00,27.80144617557121,28.32938090366821,27.48091392683529,27.73545455932617,530800,0.0,0.0,False
2006-01-24 05:00:00+00:00,28.1879699213973,29.66807375881947,28.046559058879023,29.24384117126465,648900,0.0,0.0,False
2006-01-25 05:00:00+00:00,29.366397897966607,29.705785419525544,28.989301650754868,29.224987030029297,836300,0.0,0.0,False
2006-01-26 05:00:00+00:00,29.27212152357044,29.46067053424425,28.28224371287448,28.51792907714844,313700,0.0,0.0,False
2006-01-27 05:00:00+00:00,28.470792377888746,28.470792377888746,26.6795821926442,27.23579978942871,518600,0.0,0.0,False
2006-01-30 05:00:00+00:00,27.084963598482787,27.886294254856757,27.084963598482787,27.33950424194336,917300,0.0,0.0,False
2006-01-31 05:00:00+00:00,27.49976806188296,28.6687672395775,27.34892957431828,27.6600341796875,490600,0.0,0.0,False
2006-02-01 05:00:00+00:00,27.433776012184996,27.924001988044644,26.726719938665465,27.697742462158203,816800,0.0,0.0,False
2006-02-02 05:00:00+00:00,27.697739884786618,28.47078929700108,27.33949896538572,28.291667938232425,767200,0.0,0.0,False
2006-02-03 05:00:00+00:00,28.29167328072115,28.29167328072115,27.528053151656778,27.85801124572754,397600,0.0,0.0,False
2006-02-06 05:00:00+00:00,27.52805592093392,27.99942672918185,27.018974584920425,27.59404754638672,550900,0.0,0.0,False
2006-02-07 05:00:00+00:00,27.6694641355252,27.763738647710976,26.981263253401515,27.33950424194336,489800,0.0,0.0,False
2006-02-08 05:00:00+00:00,27.433776394157263,28.99872704815237,27.34892952030264,28.272815704345703,869700,0.0,0.0,False
2006-02-09 05:00:00+00:00,28.23510549239607,28.73475728081291,27.8580074959818,28.612201690673828,443400,0.0,0.0,False
2006-02-10 05:00:00+00:00,28.7536163965861,28.7536163965861,28.037132624698035,28.282245635986328,403700,0.0,0.0,False
2006-02-13 05:00:00+00:00,29.272120330133472,30.261998100471683,28.80074962080355,29.38525009155273,826000,0.0,0.0,False
2006-02-14 05:00:00+00:00,29.696352038647536,31.01619134554099,29.6115051746862,30.92191505432129,668600,0.0,0.0,False
2006-02-15 05:00:00+00:00,30.68623165684403,32.241756395524135,30.497682658780832,31.817522048950195,807800,0.0,0.0,False
2006-02-16 05:00:00+00:00,31.732676395315945,31.9589359209144,31.29901620054816,31.46870994567871,244400,0.0,0.0,False
2006-02-17 05:00:00+00:00,30.92192086622317,31.47813850200801,30.47883480116552,31.251882553100582,316000,0.0,0.0,False
2006-02-21 05:00:00+00:00,30.63909721374512,31.723251322894622,29.507806751213728,30.63909721374512,772700,0.0,0.0,False
2006-02-22 05:00:00+00:00,31.61012307973261,32.336034506141274,31.393292954380456,31.71382522583008,637200,0.0,0.0,False
2006-02-23 05:00:00+00:00,32.241758364336995,33.01480606695582,32.11920096867111,32.665992736816406,926300,0.0,0.0,False
2006-02-24 05:00:00+00:00,32.02492517323711,32.034351004483874,31.280158635191388,31.600690841674805,654000,0.0,0.0,False
2006-02-27 05:00:00+00:00,31.958936546559595,32.119200866613006,31.20474051064897,31.44042587280273,538500,0.0,0.0,False
2006-02-28 05:00:00+00:00,31.393285407824784,31.53469804510452,30.73336576097397,31.195310592651367,408200,0.0,0.0,False
2006-03-01 05:00:00+00:00,31.19531090444923,32.10977114977995,30.733366068154684,30.92191505432129,1149500,0.0,0.0,False
2006-03-02 05:00:00+00:00,30.921924698663258,31.299022788610845,30.73337565368946,31.01620101928711,388600,0.0,0.0,False
2006-03-03 05:00:00+00:00,30.780506830823587,30.79935849329629,29.52665909628861,30.045167922973636,895800,0.0,0.0,False
2006-03-06 05:00:00+00:00,30.07344854948141,30.167723043620004,29.583222618469843,29.988601684570312,681300,0.0,0.0,False
2006-03-07 05:00:00+00:00,30.26200334675224,30.92192317347375,30.167730627052197,30.55425453186035,816900,0.0,0.0,False
2006-03-08 05:00:00+00:00,30.554254298287752,31.94951139757,30.26200311541376,31.544132232666016,691900,0.0,0.0,False
2006-03-09 05:00:00+00:00,31.487558092862518,31.496983922674644,30.733362242087665,30.96904754638672,275900,0.0,0.0,False
2006-03-10 05:00:00+00:00,31.06333749395905,31.610125770461966,31.044482229766,31.3555850982666,1123800,0.0,0.0,False
2006-03-13 05:00:00+00:00,31.346145551306872,31.77037981937602,30.903056027293275,31.15759658813477,498300,0.0,0.0,False
2006-03-14 05:00:00+00:00,31.20474602516413,32.57172208648316,31.20474602516413,32.14748764038086,538900,0.0,0.0,False
2006-03-15 05:00:00+00:00,32.31716897250967,33.46731445092615,32.24175154240026,33.06193542480469,1084100,0.0,0.0,False
2006-03-16 05:00:00+00:00,33.184500357200065,33.32590941948415,32.807402331895915,33.15621566772461,595300,0.0,0.0,False
2006-03-17 05:00:00+00:00,33.137366376370665,33.40133285522461,32.85454103900023,33.40133285522461,426900,0.0,0.0,False
