Year,quarter,Price
2017,2,22.321302673272918
2017,3,25.589261955685085
2017,4,25.58269839059739
2018,1,29.330840134229817
2018,2,25.240855515003204
2018,3,17.658496012763372
2018,4,24.37494050888788
2019,1,29.890856578701833
2019,2,28.976607133471777
2019,3,37.41408188641071
2019,4,38.361984222654314
