Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1997-11-07 00:00:00-05:00,1.7143390319312921,1.7143390319312921,1.5584900290284474,1.698754072189331,10811500,0.0,0.0
1997-11-10 00:00:00-05:00,1.6208290853534135,1.64420651796559,1.5740745173873538,1.6052442789077759,1206000,0.0,0.0
1997-11-11 00:00:00-05:00,1.605244293210174,1.605244293210174,1.574074531412036,1.5818668603897095,1143000,0.0,0.0
1997-11-12 00:00:00-05:00,1.5740748871979326,1.5740748871979326,1.4961503907748506,1.511735200881958,2125000,0.0,0.0
1997-11-13 00:00:00-05:00,1.519527784704058,1.535112744511674,1.4961504936218264,1.4961504936218262,745000,0.0,0.0
1997-11-14 00:00:00-05:00,1.4961506115366519,1.527320384979248,1.4961506115366519,1.527320384979248,474500,0.0,0.0
1997-11-17 00:00:00-05:00,1.5429050987208963,1.5584900587601758,1.5039428472518919,1.503942847251892,452000,0.0,0.0
1997-11-18 00:00:00-05:00,1.5039428248964424,1.5117353048002502,1.4961504936218264,1.4961504936218262,423500,0.0,0.0
1997-11-19 00:00:00-05:00,1.4961503907748506,1.5117352008819578,1.4961503907748506,1.511735200881958,428500,0.0,0.0
1997-11-20 00:00:00-05:00,1.4961504936218264,1.519527784704058,1.4961504936218264,1.4961504936218262,269000,0.0,0.0
1997-11-21 00:00:00-05:00,1.4961501525302765,1.5584896802902222,1.4961501525302765,1.5584896802902222,382500,0.0,0.0
1997-11-24 00:00:00-05:00,1.5429049730300903,1.5584899317997607,1.5429049730300903,1.5429049730300903,225500,0.0,0.0
1997-11-25 00:00:00-05:00,1.5429049730300903,1.5506974524149255,1.5429049730300903,1.5429049730300903,209500,0.0,0.0
1997-11-26 00:00:00-05:00,1.5429050851277482,1.5506975650787354,1.5429050851277482,1.5506975650787354,541000,0.0,0.0
1997-11-28 00:00:00-05:00,1.5506975440606963,1.5740749835968018,1.542905064215328,1.5740749835968018,425000,0.0,0.0
1997-12-01 00:00:00-05:00,1.5740746365447875,1.613036878552043,1.5584896802902222,1.5584896802902222,297500,0.0,0.0
1997-12-02 00:00:00-05:00,1.6519993708453262,1.6831691394476724,1.6286219329216813,1.6675841808319092,1323500,0.0,0.0
1997-12-03 00:00:00-05:00,1.690961740947542,1.7065465520603116,1.6675843013346003,1.698754072189331,556000,0.0,0.0
1997-12-04 00:00:00-05:00,1.7143388897661378,1.7610936164855955,1.7143388897661378,1.7610936164855957,1344000,0.0,0.0
1997-12-05 00:00:00-05:00,1.7533016290545742,1.7610941104651052,1.745509147644043,1.745509147644043,463500,0.0,0.0
1997-12-08 00:00:00-05:00,1.729923724857023,1.7455085335660567,1.690961480140686,1.690961480140686,291500,0.0,0.0
1997-12-09 00:00:00-05:00,1.6831695899956864,1.7377166624935658,1.6519998130498668,1.7221318483352661,730000,0.0,0.0
1997-12-10 00:00:00-05:00,1.7221315118022724,1.729923991673253,1.6831692610765614,1.698754072189331,337000,0.0,0.0
1997-12-11 00:00:00-05:00,1.667584180831909,1.6831691394476724,1.6519993708453262,1.6675841808319092,225000,0.0,0.0
1997-12-12 00:00:00-05:00,1.6831693732643624,1.6831693732643624,1.6208296787706002,1.6442071199417114,226000,0.0,0.0
