Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1997-05-29 00:00:00-04:00,2.333863585290575,2.7316809571604046,2.2542999530910115,2.705160140991211,67771860,0.0,0.0
1997-05-30 00:00:00-04:00,2.5725534733597457,2.6521170987736853,2.479729736915101,2.625596284866333,18499260,0.0,0.0
1997-06-02 00:00:00-04:00,2.599075412464553,2.784723684395163,2.599075412464553,2.7316808700561523,7742280,0.0,0.0
1997-06-03 00:00:00-04:00,2.7051597804592644,2.744941492616114,2.678637981414795,2.678637981414795,2595060,0.0,0.0
1997-06-04 00:00:00-04:00,2.665377732063451,2.7449413495111457,2.665377732063451,2.7184195518493652,3551340,0.0,0.0
1997-06-05 00:00:00-04:00,2.744941433317638,2.744941433317638,2.691898822784424,2.691898822784424,2825940,0.0,0.0
1997-06-06 00:00:00-04:00,2.678638209178728,2.784723638839284,2.6388570854852125,2.758201837539673,4427280,0.0,0.0
1997-06-09 00:00:00-04:00,2.784723527913821,2.917328978053952,2.7714626277922445,2.877547264099121,1139580,0.0,0.0
1997-06-10 00:00:00-04:00,2.9173293144390793,2.9173293144390793,2.7979837642493863,2.824505567550659,869700,0.0,0.0
1997-06-11 00:00:00-04:00,2.797983493231708,2.8377654052022594,2.7184198665725883,2.7714626789093018,1648140,0.0,0.0
1997-06-12 00:00:00-04:00,2.7714627835284196,2.7714627835284196,2.70516005473262,2.7316808700561523,1443780,0.0,0.0
1997-06-13 00:00:00-04:00,2.771462358045083,2.771462358045083,2.7184195518493652,2.7184195518493652,982020,0.0,0.0
1997-06-16 00:00:00-04:00,2.7051597220201855,2.731680534081876,2.691898822784424,2.691898822784424,560820,0.0,0.0
1997-06-17 00:00:00-04:00,2.6653778980024443,2.691898908187506,2.5990751752578176,2.638856887817383,1308060,0.0,0.0
1997-06-18 00:00:00-04:00,2.6388571531836247,2.6388571531836247,2.532771918083498,2.5725536346435547,528840,0.0,0.0
1997-06-19 00:00:00-04:00,2.5990753766974377,2.6255963889379927,2.5725535753289295,2.5858144760131836,343980,0.0,0.0
1997-06-20 00:00:00-04:00,2.5990753766974377,2.6255963889379927,2.5858144760131836,2.5858144760131836,567060,0.0,0.0
1997-06-23 00:00:00-04:00,2.5858145817109692,2.6255964962619043,2.546032667160034,2.546032667160034,343980,0.0,0.0
1997-06-24 00:00:00-04:00,2.585814275601341,2.638856887817383,2.5460323657598027,2.638856887817383,734760,0.0,0.0
1997-06-25 00:00:00-04:00,2.6388572717170344,2.7847238353653334,2.612335665827704,2.751572370529175,1982760,0.0,0.0
